source,target,neurosymbolic_score,confidence_label,path_distance,known_positive,ontology_path,explanation
_:b208,BLockGame,0.12102080304734619,Weak,9,False,_:b208 --head--> _:b210 --rest--> _:b217 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b208' (neuro-symbolic score: 0.121 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b208 --head--> _:b210 --rest--> _:b217 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
RFK_L1_R1,Motrain,0.12097387190495448,Weak,5,False,RFK_L1_R1 --indexed_by--> JavaVariables --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'RFK_L1_R1' (neuro-symbolic score: 0.121 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.14, path length: 5). Ontological path: [RFK_L1_R1 --indexed_by--> JavaVariables --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
RFK_L2_R1,Motrain,0.12097380606149827,Weak,5,False,RFK_L2_R1 --indexed_by--> JavaClassAttributesFunctions --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'RFK_L2_R1' (neuro-symbolic score: 0.121 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.14, path length: 5). Ontological path: [RFK_L2_R1 --indexed_by--> JavaClassAttributesFunctions --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
_:b92,BLockGame,0.1207769024426689,Weak,10,False,_:b92 --propertyPredicate--> hasExperience --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b92' (neuro-symbolic score: 0.121 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [_:b92 --propertyPredicate--> hasExperience --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
RFK_L4_R6,Motrain,0.12076445455969181,Weak,5,False,RFK_L4_R6 --indexed_by--> TaskJavaInheritance --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'RFK_L4_R6' (neuro-symbolic score: 0.121 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.14, path length: 5). Ontological path: [RFK_L4_R6 --indexed_by--> TaskJavaInheritance --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
contains_forum_post,Stash,0.12057969255419174,Weak,9,False,contains_forum_post --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'contains_forum_post' (neuro-symbolic score: 0.121 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [contains_forum_post --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
CompositeResource,Tiny_stash,0.12019479379515989,Weak,8,False,CompositeResource --domain(rev)--> containsGameElement --propertyPredicate(rev)--> _:b263 --first(rev)--> _:b247 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'CompositeResource' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [CompositeResource --domain(rev)--> containsGameElement --propertyPredicate(rev)--> _:b263 --first(rev)--> _:b247 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
has_bag,Stash,0.12009428083365042,Weak,9,False,has_bag --range--> Resource --domain(rev)--> hasName --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'has_bag' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [has_bag --range--> Resource --domain(rev)--> hasName --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b31,Stash,0.12004007321719604,Weak,9,False,_:b31 --rest--> _:b37 --rest--> _:b43 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b31' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b31 --rest--> _:b37 --rest--> _:b43 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b269,BLockGame,0.12003474217704113,Weak,10,False,_:b269 --argument1--> t --argument2(rev)--> _:b274 --first(rev)--> _:b266 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b269' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [_:b269 --argument1--> t --argument2(rev)--> _:b274 --first(rev)--> _:b266 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
_:b189,Stash,0.11965165090549773,Weak,9,False,_:b189 --rest--> _:b192 --rest--> _:b194 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b189' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b189 --rest--> _:b192 --rest--> _:b194 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b265,Stash,0.1195867573846427,Weak,9,False,_:b265 --body(rev)--> _:b264 --head--> _:b266 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b265' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b265 --body(rev)--> _:b264 --head--> _:b266 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b156,Stash,0.1195867573846427,Weak,9,False,_:b156 --rest--> _:b159 --rest--> _:b161 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b156' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b156 --rest--> _:b159 --rest--> _:b161 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b178,Stash,0.1195867573846427,Weak,9,False,_:b178 --rest--> _:b181 --rest--> _:b183 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b178' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b178 --rest--> _:b181 --rest--> _:b183 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b109,Stash,0.1195867573846427,Weak,9,False,_:b109 --body(rev)--> _:b108 --head--> _:b110 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b109' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b109 --body(rev)--> _:b108 --head--> _:b110 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b276,Stash,0.1195867573846427,Weak,9,False,_:b276 --body(rev)--> _:b275 --head--> _:b277 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b276' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b276 --body(rev)--> _:b275 --head--> _:b277 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b220,Stash,0.1195867573846427,Weak,9,False,_:b220 --rest--> _:b223 --rest--> _:b225 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b220' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b220 --rest--> _:b223 --rest--> _:b225 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b209,Stash,0.1195867573846427,Weak,9,False,_:b209 --rest--> _:b212 --rest--> _:b214 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b209' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b209 --rest--> _:b212 --rest--> _:b214 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b200,Stash,0.1195867573846427,Weak,9,False,_:b200 --rest--> _:b203 --rest--> _:b205 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b200' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b200 --rest--> _:b203 --rest--> _:b205 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b127,Stash,0.1195867573846427,Weak,9,False,_:b127 --rest--> _:b130 --rest--> _:b132 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b127' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b127 --rest--> _:b130 --rest--> _:b132 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b167,Stash,0.1195867573846427,Weak,9,False,_:b167 --body(rev)--> _:b166 --head--> _:b168 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b167' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b167 --body(rev)--> _:b166 --head--> _:b168 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b86,Stash,0.1195867573846427,Weak,9,False,_:b86 --body(rev)--> _:b85 --head--> _:b87 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b86' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b86 --body(rev)--> _:b85 --head--> _:b87 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b118,Stash,0.1195867573846427,Weak,9,False,_:b118 --rest--> _:b121 --rest--> _:b123 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b118' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b118 --rest--> _:b121 --rest--> _:b123 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b246,Stash,0.1195867573846427,Weak,9,False,_:b246 --body(rev)--> _:b245 --head--> _:b247 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b246' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b246 --body(rev)--> _:b245 --head--> _:b247 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b138,Stash,0.1195867573846427,Weak,9,False,_:b138 --rest--> _:b141 --rest--> _:b143 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b138' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b138 --rest--> _:b141 --rest--> _:b143 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b75,Stash,0.1195867573846427,Weak,9,False,_:b75 --body(rev)--> _:b74 --head--> _:b76 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b75' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b75 --body(rev)--> _:b74 --head--> _:b76 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
_:b64,Stash,0.1195867573846427,Weak,9,False,_:b64 --rest--> _:b67 --rest--> _:b69 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b64' (neuro-symbolic score: 0.120 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b64 --rest--> _:b67 --rest--> _:b69 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Array_of_instances,Motrain,0.1194757228812924,Weak,6,False,Array_of_instances --has_reference--> RFK_L2_R3 --indexed_by--> JavaArrayOfInstances --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'Array_of_instances' (neuro-symbolic score: 0.119 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.12, path length: 6). Ontological path: [Array_of_instances --has_reference--> RFK_L2_R3 --indexed_by--> JavaArrayOfInstances --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
_:b96,Tiny_stash,0.11892916587346661,Weak,9,False,_:b96 --argument1--> e1 --argument1(rev)--> _:b100 --argument2--> l1 --first(rev)--> _:b106 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic '_:b96' (neuro-symbolic score: 0.119 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b96 --argument1--> e1 --argument1(rev)--> _:b100 --argument2--> l1 --first(rev)--> _:b106 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
has_PlayingStyle,bonusPoints,0.11880862278973006,Weak,6,False,has_PlayingStyle --domain--> Teacher --range(rev)--> isRelevantFor --domain--> GamifiedResource --classPredicate(rev)--> _:b129 --argument1--> gr --containsGameElement--> bonusPoints,"The game element 'bonusPoints' is proposed as an exploratory suggestion for the topic 'has_PlayingStyle' (neuro-symbolic score: 0.119 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.12, path length: 6). Ontological path: [has_PlayingStyle --domain--> Teacher --range(rev)--> isRelevantFor --domain--> GamifiedResource --classPredicate(rev)--> _:b129 --argument1--> gr --containsGameElement--> bonusPoints]. 'bonusPoints' is an element related to 'bonusPoints'."
depiction,Level_Up,0.118776015809661,Weak,7,False,depiction --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic 'depiction' (neuro-symbolic score: 0.119 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [depiction --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b98,Tiny_stash,0.11869935695726355,Weak,9,False,_:b98 --first(rev)--> _:b97 --rest--> _:b99 --rest--> _:b101 --rest--> _:b103 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic '_:b98' (neuro-symbolic score: 0.119 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [_:b98 --first(rev)--> _:b97 --rest--> _:b99 --rest--> _:b101 --rest--> _:b103 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
_:b97,Tiny_stash,0.11818576737173145,Weak,8,False,_:b97 --rest--> _:b99 --rest--> _:b101 --rest--> _:b103 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic '_:b97' (neuro-symbolic score: 0.118 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b97 --rest--> _:b99 --rest--> _:b101 --rest--> _:b103 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
Participation,bonusPoints,0.11806123950725886,Weak,6,False,Participation --first(rev)--> _:b72 --rest--> nil --rest(rev)--> _:b150 --first--> _:b154 --argument1--> gr --containsGameElement--> bonusPoints,"The game element 'bonusPoints' is proposed as an exploratory suggestion for the topic 'Participation' (neuro-symbolic score: 0.118 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.12, path length: 6). Ontological path: [Participation --first(rev)--> _:b72 --rest--> nil --rest(rev)--> _:b150 --first--> _:b154 --argument1--> gr --containsGameElement--> bonusPoints]. 'bonusPoints' is an element related to 'bonusPoints'."
